year,stateabbr,locationname,locationid,measure,data_value,data_value_type,county_fips
2022,MI,Lenawee,26091,Mammography use among women aged 50-74 years,78.1,Crude prevalence,26091
2022,MI,Livingston,26093,Mammography use among women aged 50-74 years,77.6,Age-adjusted prevalence,26093
2022,MI,Livingston,26093,Mammography use among women aged 50-74 years,79.0,Crude prevalence,26093
2022,MI,Luce,26095,Mammography use among women aged 50-74 years,73.1,Age-adjusted prevalence,26095
2022,MI,Luce,26095,Mammography use among women aged 50-74 years,74.1,Crude prevalence,26095
2022,MI,Mackinac,26097,Mammography use among women aged 50-74 years,72.7,Age-adjusted prevalence,26097
2022,MI,Mackinac,26097,Mammography use among women aged 50-74 years,73.7,Crude prevalence,26097
2022,MI,Macomb,26099,Mammography use among women aged 50-74 years,78.5,Age-adjusted prevalence,26099
2022,MI,Macomb,26099,Mammography use among women aged 50-74 years,78.9,Crude prevalence,26099
2022,MI,Manistee,26101,Mammography use among women aged 50-74 years,75.8,Age-adjusted prevalence,26101
2022,MI,Manistee,26101,Mammography use among women aged 50-74 years,77.4,Crude prevalence,26101
2022,MI,Marquette,26103,Mammography use among women aged 50-74 years,71.3,Age-adjusted prevalence,26103
2022,MI,Marquette,26103,Mammography use among women aged 50-74 years,71.8,Crude prevalence,26103
2022,MI,Mason,26105,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,26105
2022,MI,Mason,26105,Mammography use among women aged 50-74 years,76.7,Crude prevalence,26105
2022,MI,Mecosta,26107,Mammography use among women aged 50-74 years,73.1,Age-adjusted prevalence,26107
2022,MI,Mecosta,26107,Mammography use among women aged 50-74 years,73.8,Crude prevalence,26107
2022,MI,Menominee,26109,Mammography use among women aged 50-74 years,77.9,Age-adjusted prevalence,26109
2022,MI,Menominee,26109,Mammography use among women aged 50-74 years,78.3,Crude prevalence,26109
2022,MI,Midland,26111,Mammography use among women aged 50-74 years,78.0,Age-adjusted prevalence,26111
2022,MI,Midland,26111,Mammography use among women aged 50-74 years,77.7,Crude prevalence,26111
2022,MI,Missaukee,26113,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,26113
2022,MI,Missaukee,26113,Mammography use among women aged 50-74 years,74.3,Crude prevalence,26113
2022,MI,Monroe,26115,Mammography use among women aged 50-74 years,68.2,Age-adjusted prevalence,26115
2022,MI,Monroe,26115,Mammography use among women aged 50-74 years,69.7,Crude prevalence,26115
2022,MI,Montcalm,26117,Mammography use among women aged 50-74 years,75.2,Age-adjusted prevalence,26117
2022,MI,Montcalm,26117,Mammography use among women aged 50-74 years,75.8,Crude prevalence,26117
2022,MI,Montmorency,26119,Mammography use among women aged 50-74 years,73.7,Age-adjusted prevalence,26119
2022,MI,Montmorency,26119,Mammography use among women aged 50-74 years,74.6,Crude prevalence,26119
2022,MI,Muskegon,26121,Mammography use among women aged 50-74 years,78.3,Age-adjusted prevalence,26121
2022,MI,Muskegon,26121,Mammography use among women aged 50-74 years,78.5,Crude prevalence,26121
2022,MI,Newaygo,26123,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,26123
2022,MI,Newaygo,26123,Mammography use among women aged 50-74 years,71.2,Crude prevalence,26123
2022,MI,Oakland,26125,Mammography use among women aged 50-74 years,74.9,Age-adjusted prevalence,26125
2022,MI,Oakland,26125,Mammography use among women aged 50-74 years,76.0,Crude prevalence,26125
2022,MI,Oceana,26127,Mammography use among women aged 50-74 years,75.6,Age-adjusted prevalence,26127
2022,MI,Oceana,26127,Mammography use among women aged 50-74 years,77.5,Crude prevalence,26127
2022,MI,Ogemaw,26129,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,26129
2022,MI,Ogemaw,26129,Mammography use among women aged 50-74 years,72.5,Crude prevalence,26129
2022,MI,Ontonagon,26131,Mammography use among women aged 50-74 years,70.7,Age-adjusted prevalence,26131
2022,MI,Ontonagon,26131,Mammography use among women aged 50-74 years,71.4,Crude prevalence,26131
2022,MI,Osceola,26133,Mammography use among women aged 50-74 years,76.0,Age-adjusted prevalence,26133
2022,MI,Osceola,26133,Mammography use among women aged 50-74 years,76.8,Crude prevalence,26133
2022,MI,Oscoda,26135,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,26135
2022,MI,Oscoda,26135,Mammography use among women aged 50-74 years,72.3,Crude prevalence,26135
2022,MI,Otsego,26137,Mammography use among women aged 50-74 years,76.9,Age-adjusted prevalence,26137
2022,MI,Otsego,26137,Mammography use among women aged 50-74 years,78.0,Crude prevalence,26137
2022,MI,Ottawa,26139,Mammography use among women aged 50-74 years,78.8,Age-adjusted prevalence,26139
2022,MI,Ottawa,26139,Mammography use among women aged 50-74 years,78.8,Crude prevalence,26139
2022,MI,Presque Isle,26141,Mammography use among women aged 50-74 years,74.4,Age-adjusted prevalence,26141
2022,MI,Presque Isle,26141,Mammography use among women aged 50-74 years,74.9,Crude prevalence,26141
2022,MI,Roscommon,26143,Mammography use among women aged 50-74 years,71.4,Age-adjusted prevalence,26143
2022,MI,Roscommon,26143,Mammography use among women aged 50-74 years,72.0,Crude prevalence,26143
2022,MI,Saginaw,26145,Mammography use among women aged 50-74 years,77.1,Age-adjusted prevalence,26145
2022,MI,Saginaw,26145,Mammography use among women aged 50-74 years,77.6,Crude prevalence,26145
2022,MI,St. Clair,26147,Mammography use among women aged 50-74 years,71.8,Age-adjusted prevalence,26147
2022,MI,St. Clair,26147,Mammography use among women aged 50-74 years,73.2,Crude prevalence,26147
2022,MI,St. Joseph,26149,Mammography use among women aged 50-74 years,74.2,Age-adjusted prevalence,26149
2022,MI,St. Joseph,26149,Mammography use among women aged 50-74 years,75.1,Crude prevalence,26149
2022,MI,Sanilac,26151,Mammography use among women aged 50-74 years,72.8,Age-adjusted prevalence,26151
2022,MI,Sanilac,26151,Mammography use among women aged 50-74 years,74.6,Crude prevalence,26151
2022,MI,Schoolcraft,26153,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,26153
2022,MI,Schoolcraft,26153,Mammography use among women aged 50-74 years,73.8,Crude prevalence,26153
2022,MI,Shiawassee,26155,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,26155
2022,MI,Shiawassee,26155,Mammography use among women aged 50-74 years,74.5,Crude prevalence,26155
2022,MI,Tuscola,26157,Mammography use among women aged 50-74 years,74.3,Age-adjusted prevalence,26157
2022,MI,Tuscola,26157,Mammography use among women aged 50-74 years,75.1,Crude prevalence,26157
2022,MI,Van Buren,26159,Mammography use among women aged 50-74 years,74.2,Age-adjusted prevalence,26159
2022,MI,Van Buren,26159,Mammography use among women aged 50-74 years,75.2,Crude prevalence,26159
2022,MI,Washtenaw,26161,Mammography use among women aged 50-74 years,77.9,Age-adjusted prevalence,26161
2022,MI,Washtenaw,26161,Mammography use among women aged 50-74 years,78.2,Crude prevalence,26161
2022,MI,Wayne,26163,Mammography use among women aged 50-74 years,76.6,Age-adjusted prevalence,26163
2022,MI,Wayne,26163,Mammography use among women aged 50-74 years,77.0,Crude prevalence,26163
2022,MI,Wexford,26165,Mammography use among women aged 50-74 years,70.0,Age-adjusted prevalence,26165
2022,MI,Wexford,26165,Mammography use among women aged 50-74 years,71.1,Crude prevalence,26165
2022,MN,Aitkin,27001,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,27001
2022,MN,Aitkin,27001,Mammography use among women aged 50-74 years,76.7,Crude prevalence,27001
2022,MN,Anoka,27003,Mammography use among women aged 50-74 years,75.2,Age-adjusted prevalence,27003
2022,MN,Anoka,27003,Mammography use among women aged 50-74 years,75.3,Crude prevalence,27003
2022,MN,Becker,27005,Mammography use among women aged 50-74 years,73.7,Age-adjusted prevalence,27005
2022,MN,Becker,27005,Mammography use among women aged 50-74 years,75.2,Crude prevalence,27005
2022,MN,Beltrami,27007,Mammography use among women aged 50-74 years,77.3,Age-adjusted prevalence,27007
2022,MN,Beltrami,27007,Mammography use among women aged 50-74 years,77.7,Crude prevalence,27007
2022,MN,Benton,27009,Mammography use among women aged 50-74 years,79.2,Age-adjusted prevalence,27009
2022,MN,Benton,27009,Mammography use among women aged 50-74 years,79.9,Crude prevalence,27009
2022,MN,Big Stone,27011,Mammography use among women aged 50-74 years,76.8,Age-adjusted prevalence,27011
2022,MN,Big Stone,27011,Mammography use among women aged 50-74 years,77.7,Crude prevalence,27011
2022,MN,Blue Earth,27013,Mammography use among women aged 50-74 years,81.1,Age-adjusted prevalence,27013
2022,MN,Blue Earth,27013,Mammography use among women aged 50-74 years,81.7,Crude prevalence,27013
2022,MN,Brown,27015,Mammography use among women aged 50-74 years,78.3,Age-adjusted prevalence,27015
2022,MN,Brown,27015,Mammography use among women aged 50-74 years,79.3,Crude prevalence,27015
2022,MN,Carlton,27017,Mammography use among women aged 50-74 years,77.8,Age-adjusted prevalence,27017
2022,MN,Carlton,27017,Mammography use among women aged 50-74 years,78.6,Crude prevalence,27017
2022,MN,Carver,27019,Mammography use among women aged 50-74 years,81.7,Age-adjusted prevalence,27019
2022,MN,Carver,27019,Mammography use among women aged 50-74 years,81.9,Crude prevalence,27019
2022,MN,Cass,27021,Mammography use among women aged 50-74 years,76.1,Age-adjusted prevalence,27021
2022,MN,Cass,27021,Mammography use among women aged 50-74 years,76.4,Crude prevalence,27021
2022,MN,Chippewa,27023,Mammography use among women aged 50-74 years,74.5,Age-adjusted prevalence,27023
2022,MN,Chippewa,27023,Mammography use among women aged 50-74 years,75.0,Crude prevalence,27023
2022,MN,Chisago,27025,Mammography use among women aged 50-74 years,79.0,Age-adjusted prevalence,27025
2022,MN,Chisago,27025,Mammography use among women aged 50-74 years,78.6,Crude prevalence,27025
2022,MN,Clay,27027,Mammography use among women aged 50-74 years,78.7,Age-adjusted prevalence,27027
2022,MN,Clay,27027,Mammography use among women aged 50-74 years,79.6,Crude prevalence,27027
2022,MN,Clearwater,27029,Mammography use among women aged 50-74 years,70.8,Age-adjusted prevalence,27029
2022,MN,Clearwater,27029,Mammography use among women aged 50-74 years,72.6,Crude prevalence,27029
2022,MN,Cook,27031,Mammography use among women aged 50-74 years,78.2,Age-adjusted prevalence,27031
2022,MN,Cook,27031,Mammography use among women aged 50-74 years,79.2,Crude prevalence,27031
2022,MN,Cottonwood,27033,Mammography use among women aged 50-74 years,77.2,Age-adjusted prevalence,27033
2022,MN,Cottonwood,27033,Mammography use among women aged 50-74 years,78.1,Crude prevalence,27033
2022,MN,Crow Wing,27035,Mammography use among women aged 50-74 years,78.2,Age-adjusted prevalence,27035
2022,MN,Crow Wing,27035,Mammography use among women aged 50-74 years,80.3,Crude prevalence,27035
2022,MN,Dakota,27037,Mammography use among women aged 50-74 years,78.6,Age-adjusted prevalence,27037
2022,MN,Dakota,27037,Mammography use among women aged 50-74 years,78.8,Crude prevalence,27037
2022,MN,Dodge,27039,Mammography use among women aged 50-74 years,79.0,Age-adjusted prevalence,27039
2022,MN,Dodge,27039,Mammography use among women aged 50-74 years,79.7,Crude prevalence,27039
2022,MN,Douglas,27041,Mammography use among women aged 50-74 years,76.2,Age-adjusted prevalence,27041
2022,MN,Douglas,27041,Mammography use among women aged 50-74 years,77.1,Crude prevalence,27041
2022,MN,Faribault,27043,Mammography use among women aged 50-74 years,75.5,Age-adjusted prevalence,27043
2022,MN,Faribault,27043,Mammography use among women aged 50-74 years,76.6,Crude prevalence,27043
2022,MN,Fillmore,27045,Mammography use among women aged 50-74 years,77.5,Age-adjusted prevalence,27045
2022,MN,Fillmore,27045,Mammography use among women aged 50-74 years,78.5,Crude prevalence,27045
2022,MN,Freeborn,27047,Mammography use among women aged 50-74 years,74.8,Age-adjusted prevalence,27047
2022,MN,Freeborn,27047,Mammography use among women aged 50-74 years,74.4,Crude prevalence,27047
2022,MN,Goodhue,27049,Mammography use among women aged 50-74 years,76.5,Age-adjusted prevalence,27049
2022,MN,Goodhue,27049,Mammography use among women aged 50-74 years,76.9,Crude prevalence,27049
2022,MN,Grant,27051,Mammography use among women aged 50-74 years,78.1,Age-adjusted prevalence,27051
2022,MN,Grant,27051,Mammography use among women aged 50-74 years,79.5,Crude prevalence,27051
2022,MN,Hennepin,27053,Mammography use among women aged 50-74 years,77.9,Age-adjusted prevalence,27053
2022,MN,Hennepin,27053,Mammography use among women aged 50-74 years,78.0,Crude prevalence,27053
2022,MN,Houston,27055,Mammography use among women aged 50-74 years,75.2,Age-adjusted prevalence,27055
2022,MN,Houston,27055,Mammography use among women aged 50-74 years,76.6,Crude prevalence,27055
2022,MN,Hubbard,27057,Mammography use among women aged 50-74 years,78.5,Age-adjusted prevalence,27057
2022,MN,Hubbard,27057,Mammography use among women aged 50-74 years,79.8,Crude prevalence,27057
2022,MN,Isanti,27059,Mammography use among women aged 50-74 years,75.3,Age-adjusted prevalence,27059
2022,MN,Isanti,27059,Mammography use among women aged 50-74 years,75.5,Crude prevalence,27059
2022,MN,Itasca,27061,Mammography use among women aged 50-74 years,74.0,Age-adjusted prevalence,27061
2022,MN,Itasca,27061,Mammography use among women aged 50-74 years,75.1,Crude prevalence,27061
2022,MN,Jackson,27063,Mammography use among women aged 50-74 years,76.2,Age-adjusted prevalence,27063
2022,MN,Jackson,27063,Mammography use among women aged 50-74 years,76.9,Crude prevalence,27063
2022,MN,Kanabec,27065,Mammography use among women aged 50-74 years,77.2,Age-adjusted prevalence,27065
2022,MN,Kanabec,27065,Mammography use among women aged 50-74 years,76.9,Crude prevalence,27065
2022,MN,Kandiyohi,27067,Mammography use among women aged 50-74 years,79.6,Age-adjusted prevalence,27067
2022,MN,Kandiyohi,27067,Mammography use among women aged 50-74 years,79.5,Crude prevalence,27067
2022,MN,Kittson,27069,Mammography use among women aged 50-74 years,76.4,Age-adjusted prevalence,27069
2022,MN,Kittson,27069,Mammography use among women aged 50-74 years,77.4,Crude prevalence,27069
2022,MN,Koochiching,27071,Mammography use among women aged 50-74 years,76.9,Age-adjusted prevalence,27071
2022,MN,Koochiching,27071,Mammography use among women aged 50-74 years,78.3,Crude prevalence,27071
2022,MN,Lac qui Parle,27073,Mammography use among women aged 50-74 years,79.7,Age-adjusted prevalence,27073
2022,MN,Lac qui Parle,27073,Mammography use among women aged 50-74 years,79.8,Crude prevalence,27073
2022,MN,Lake,27075,Mammography use among women aged 50-74 years,78.4,Age-adjusted prevalence,27075
2022,MN,Lake,27075,Mammography use among women aged 50-74 years,79.7,Crude prevalence,27075
2022,MN,Lake of the Woods,27077,Mammography use among women aged 50-74 years,74.6,Age-adjusted prevalence,27077
2022,MN,Lake of the Woods,27077,Mammography use among women aged 50-74 years,76.3,Crude prevalence,27077
2022,MN,Le Sueur,27079,Mammography use among women aged 50-74 years,73.7,Age-adjusted prevalence,27079
2022,MN,Le Sueur,27079,Mammography use among women aged 50-74 years,74.8,Crude prevalence,27079
2022,MN,Lincoln,27081,Mammography use among women aged 50-74 years,78.1,Age-adjusted prevalence,27081
2022,MN,Lincoln,27081,Mammography use among women aged 50-74 years,78.0,Crude prevalence,27081
2022,MN,Lyon,27083,Mammography use among women aged 50-74 years,76.1,Age-adjusted prevalence,27083
2022,MN,Lyon,27083,Mammography use among women aged 50-74 years,76.3,Crude prevalence,27083
2022,MN,McLeod,27085,Mammography use among women aged 50-74 years,77.3,Age-adjusted prevalence,27085
2022,MN,McLeod,27085,Mammography use among women aged 50-74 years,78.2,Crude prevalence,27085
2022,MN,Mahnomen,27087,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,27087
2022,MN,Mahnomen,27087,Mammography use among women aged 50-74 years,70.7,Crude prevalence,27087
2022,MN,Marshall,27089,Mammography use among women aged 50-74 years,76.2,Age-adjusted prevalence,27089
2022,MN,Marshall,27089,Mammography use among women aged 50-74 years,76.2,Crude prevalence,27089
2022,MN,Martin,27091,Mammography use among women aged 50-74 years,77.7,Age-adjusted prevalence,27091
2022,MN,Martin,27091,Mammography use among women aged 50-74 years,78.7,Crude prevalence,27091
2022,MN,Meeker,27093,Mammography use among women aged 50-74 years,74.7,Age-adjusted prevalence,27093
2022,MN,Meeker,27093,Mammography use among women aged 50-74 years,75.0,Crude prevalence,27093
2022,MN,Mille Lacs,27095,Mammography use among women aged 50-74 years,75.4,Age-adjusted prevalence,27095
2022,MN,Mille Lacs,27095,Mammography use among women aged 50-74 years,76.7,Crude prevalence,27095
2022,MN,Morrison,27097,Mammography use among women aged 50-74 years,79.6,Age-adjusted prevalence,27097
2022,MN,Morrison,27097,Mammography use among women aged 50-74 years,79.7,Crude prevalence,27097
2022,MN,Mower,27099,Mammography use among women aged 50-74 years,79.2,Age-adjusted prevalence,27099
2022,MN,Mower,27099,Mammography use among women aged 50-74 years,79.4,Crude prevalence,27099
2022,MN,Murray,27101,Mammography use among women aged 50-74 years,76.4,Age-adjusted prevalence,27101
2022,MN,Murray,27101,Mammography use among women aged 50-74 years,77.6,Crude prevalence,27101
2022,MN,Nicollet,27103,Mammography use among women aged 50-74 years,78.7,Age-adjusted prevalence,27103
2022,MN,Nicollet,27103,Mammography use among women aged 50-74 years,78.7,Crude prevalence,27103
2022,MN,Nobles,27105,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,27105
2022,MN,Nobles,27105,Mammography use among women aged 50-74 years,71.2,Crude prevalence,27105
2022,MN,Norman,27107,Mammography use among women aged 50-74 years,76.2,Age-adjusted prevalence,27107
2022,MN,Norman,27107,Mammography use among women aged 50-74 years,75.7,Crude prevalence,27107
2022,MN,Olmsted,27109,Mammography use among women aged 50-74 years,81.8,Age-adjusted prevalence,27109
2022,MN,Olmsted,27109,Mammography use among women aged 50-74 years,82.6,Crude prevalence,27109
2022,MN,Otter Tail,27111,Mammography use among women aged 50-74 years,81.0,Age-adjusted prevalence,27111
2022,MN,Otter Tail,27111,Mammography use among women aged 50-74 years,81.9,Crude prevalence,27111
2022,MN,Pennington,27113,Mammography use among women aged 50-74 years,77.2,Age-adjusted prevalence,27113
2022,MN,Pennington,27113,Mammography use among women aged 50-74 years,77.9,Crude prevalence,27113
2022,MN,Pine,27115,Mammography use among women aged 50-74 years,74.1,Age-adjusted prevalence,27115
2022,MN,Pine,27115,Mammography use among women aged 50-74 years,75.0,Crude prevalence,27115
2022,MN,Pipestone,27117,Mammography use among women aged 50-74 years,77.1,Age-adjusted prevalence,27117
2022,MN,Pipestone,27117,Mammography use among women aged 50-74 years,77.7,Crude prevalence,27117
2022,MN,Polk,27119,Mammography use among women aged 50-74 years,79.1,Age-adjusted prevalence,27119
2022,MN,Polk,27119,Mammography use among women aged 50-74 years,79.4,Crude prevalence,27119
2022,MN,Pope,27121,Mammography use among women aged 50-74 years,79.1,Age-adjusted prevalence,27121
2022,MN,Pope,27121,Mammography use among women aged 50-74 years,78.4,Crude prevalence,27121
2022,MN,Ramsey,27123,Mammography use among women aged 50-74 years,78.8,Age-adjusted prevalence,27123
2022,MN,Ramsey,27123,Mammography use among women aged 50-74 years,79.3,Crude prevalence,27123
2022,MN,Red Lake,27125,Mammography use among women aged 50-74 years,78.5,Age-adjusted prevalence,27125
2022,MN,Red Lake,27125,Mammography use among women aged 50-74 years,78.8,Crude prevalence,27125
2022,MN,Redwood,27127,Mammography use among women aged 50-74 years,75.4,Age-adjusted prevalence,27127
2022,MN,Redwood,27127,Mammography use among women aged 50-74 years,75.8,Crude prevalence,27127
2022,MN,Renville,27129,Mammography use among women aged 50-74 years,73.9,Age-adjusted prevalence,27129
2022,MN,Renville,27129,Mammography use among women aged 50-74 years,75.5,Crude prevalence,27129
2022,MN,Rice,27131,Mammography use among women aged 50-74 years,76.6,Age-adjusted prevalence,27131
2022,MN,Rice,27131,Mammography use among women aged 50-74 years,77.0,Crude prevalence,27131
2022,MN,Rock,27133,Mammography use among women aged 50-74 years,74.6,Age-adjusted prevalence,27133
2022,MN,Rock,27133,Mammography use among women aged 50-74 years,74.5,Crude prevalence,27133
2022,MN,Roseau,27135,Mammography use among women aged 50-74 years,77.5,Age-adjusted prevalence,27135
2022,MN,Roseau,27135,Mammography use among women aged 50-74 years,77.5,Crude prevalence,27135
2022,MN,St. Louis,27137,Mammography use among women aged 50-74 years,77.4,Age-adjusted prevalence,27137
2022,MN,St. Louis,27137,Mammography use among women aged 50-74 years,78.8,Crude prevalence,27137
2022,MN,Scott,27139,Mammography use among women aged 50-74 years,79.7,Age-adjusted prevalence,27139
2022,MN,Scott,27139,Mammography use among women aged 50-74 years,79.9,Crude prevalence,27139
2022,MN,Sherburne,27141,Mammography use among women aged 50-74 years,77.9,Age-adjusted prevalence,27141
2022,MN,Sherburne,27141,Mammography use among women aged 50-74 years,78.4,Crude prevalence,27141
2022,MN,Sibley,27143,Mammography use among women aged 50-74 years,74.8,Age-adjusted prevalence,27143
2022,MN,Sibley,27143,Mammography use among women aged 50-74 years,76.0,Crude prevalence,27143
2022,MN,Stearns,27145,Mammography use among women aged 50-74 years,78.0,Age-adjusted prevalence,27145
2022,MN,Stearns,27145,Mammography use among women aged 50-74 years,78.3,Crude prevalence,27145
2022,MN,Steele,27147,Mammography use among women aged 50-74 years,80.2,Age-adjusted prevalence,27147
2022,MN,Steele,27147,Mammography use among women aged 50-74 years,80.2,Crude prevalence,27147
2022,MN,Stevens,27149,Mammography use among women aged 50-74 years,77.2,Age-adjusted prevalence,27149
2022,MN,Stevens,27149,Mammography use among women aged 50-74 years,78.3,Crude prevalence,27149
2022,MN,Swift,27151,Mammography use among women aged 50-74 years,75.5,Age-adjusted prevalence,27151
2022,MN,Swift,27151,Mammography use among women aged 50-74 years,76.0,Crude prevalence,27151
2022,MN,Todd,27153,Mammography use among women aged 50-74 years,75.8,Age-adjusted prevalence,27153
2022,MN,Todd,27153,Mammography use among women aged 50-74 years,76.5,Crude prevalence,27153
2022,MN,Traverse,27155,Mammography use among women aged 50-74 years,76.3,Age-adjusted prevalence,27155
2022,MN,Traverse,27155,Mammography use among women aged 50-74 years,77.0,Crude prevalence,27155
2022,MN,Wabasha,27157,Mammography use among women aged 50-74 years,77.3,Age-adjusted prevalence,27157
2022,MN,Wabasha,27157,Mammography use among women aged 50-74 years,78.3,Crude prevalence,27157
2022,MN,Wadena,27159,Mammography use among women aged 50-74 years,77.0,Age-adjusted prevalence,27159
2022,MN,Wadena,27159,Mammography use among women aged 50-74 years,77.3,Crude prevalence,27159
2022,MN,Waseca,27161,Mammography use among women aged 50-74 years,76.2,Age-adjusted prevalence,27161
2022,MN,Waseca,27161,Mammography use among women aged 50-74 years,76.8,Crude prevalence,27161
2022,MN,Washington,27163,Mammography use among women aged 50-74 years,83.0,Age-adjusted prevalence,27163
2022,MN,Washington,27163,Mammography use among women aged 50-74 years,83.1,Crude prevalence,27163
2022,MN,Watonwan,27165,Mammography use among women aged 50-74 years,79.3,Age-adjusted prevalence,27165
2022,MN,Watonwan,27165,Mammography use among women aged 50-74 years,79.5,Crude prevalence,27165
2022,MN,Wilkin,27167,Mammography use among women aged 50-74 years,79.8,Age-adjusted prevalence,27167
2022,MN,Wilkin,27167,Mammography use among women aged 50-74 years,80.9,Crude prevalence,27167
2022,MN,Winona,27169,Mammography use among women aged 50-74 years,75.6,Age-adjusted prevalence,27169
2022,MN,Winona,27169,Mammography use among women aged 50-74 years,75.3,Crude prevalence,27169
2022,MN,Wright,27171,Mammography use among women aged 50-74 years,77.6,Age-adjusted prevalence,27171
2022,MN,Wright,27171,Mammography use among women aged 50-74 years,77.2,Crude prevalence,27171
2022,MN,Yellow Medicine,27173,Mammography use among women aged 50-74 years,75.6,Age-adjusted prevalence,27173
2022,MN,Yellow Medicine,27173,Mammography use among women aged 50-74 years,76.6,Crude prevalence,27173
2022,MS,Adams,28001,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,28001
2022,MS,Adams,28001,Mammography use among women aged 50-74 years,73.2,Crude prevalence,28001
2022,MS,Alcorn,28003,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,28003
2022,MS,Alcorn,28003,Mammography use among women aged 50-74 years,70.2,Crude prevalence,28003
2022,MS,Amite,28005,Mammography use among women aged 50-74 years,73.1,Age-adjusted prevalence,28005
2022,MS,Amite,28005,Mammography use among women aged 50-74 years,73.9,Crude prevalence,28005
2022,MS,Attala,28007,Mammography use among women aged 50-74 years,72.3,Age-adjusted prevalence,28007
2022,MS,Attala,28007,Mammography use among women aged 50-74 years,72.8,Crude prevalence,28007
2022,MS,Benton,28009,Mammography use among women aged 50-74 years,71.7,Age-adjusted prevalence,28009
2022,MS,Benton,28009,Mammography use among women aged 50-74 years,72.2,Crude prevalence,28009
2022,MS,Bolivar,28011,Mammography use among women aged 50-74 years,74.3,Age-adjusted prevalence,28011
2022,MS,Bolivar,28011,Mammography use among women aged 50-74 years,75.0,Crude prevalence,28011
2022,MS,Calhoun,28013,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,28013
2022,MS,Calhoun,28013,Mammography use among women aged 50-74 years,69.9,Crude prevalence,28013
2022,MS,Carroll,28015,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,28015
2022,MS,Carroll,28015,Mammography use among women aged 50-74 years,70.5,Crude prevalence,28015
2022,MS,Chickasaw,28017,Mammography use among women aged 50-74 years,70.8,Age-adjusted prevalence,28017
2022,MS,Chickasaw,28017,Mammography use among women aged 50-74 years,72.1,Crude prevalence,28017
2022,MS,Choctaw,28019,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,28019
2022,MS,Choctaw,28019,Mammography use among women aged 50-74 years,74.5,Crude prevalence,28019
2022,MS,Claiborne,28021,Mammography use among women aged 50-74 years,73.0,Age-adjusted prevalence,28021
2022,MS,Claiborne,28021,Mammography use among women aged 50-74 years,74.2,Crude prevalence,28021
2022,MS,Clarke,28023,Mammography use among women aged 50-74 years,74.2,Age-adjusted prevalence,28023
2022,MS,Clarke,28023,Mammography use among women aged 50-74 years,74.4,Crude prevalence,28023
2022,MS,Clay,28025,Mammography use among women aged 50-74 years,75.6,Age-adjusted prevalence,28025
2022,MS,Clay,28025,Mammography use among women aged 50-74 years,75.7,Crude prevalence,28025
2022,MS,Coahoma,28027,Mammography use among women aged 50-74 years,74.0,Age-adjusted prevalence,28027
2022,MS,Coahoma,28027,Mammography use among women aged 50-74 years,73.9,Crude prevalence,28027
2022,MS,Copiah,28029,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,28029
2022,MS,Copiah,28029,Mammography use among women aged 50-74 years,74.5,Crude prevalence,28029
2022,MS,Covington,28031,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,28031
2022,MS,Covington,28031,Mammography use among women aged 50-74 years,72.4,Crude prevalence,28031
2022,MS,DeSoto,28033,Mammography use among women aged 50-74 years,74.1,Age-adjusted prevalence,28033
2022,MS,DeSoto,28033,Mammography use among women aged 50-74 years,74.4,Crude prevalence,28033
2022,MS,Forrest,28035,Mammography use among women aged 50-74 years,76.0,Age-adjusted prevalence,28035
2022,MS,Forrest,28035,Mammography use among women aged 50-74 years,76.4,Crude prevalence,28035
2022,MS,Franklin,28037,Mammography use among women aged 50-74 years,69.3,Age-adjusted prevalence,28037
2022,MS,Franklin,28037,Mammography use among women aged 50-74 years,70.3,Crude prevalence,28037
2022,MS,George,28039,Mammography use among women aged 50-74 years,71.6,Age-adjusted prevalence,28039
2022,MS,George,28039,Mammography use among women aged 50-74 years,72.0,Crude prevalence,28039
2022,MS,Greene,28041,Mammography use among women aged 50-74 years,70.6,Age-adjusted prevalence,28041
2022,MS,Greene,28041,Mammography use among women aged 50-74 years,71.6,Crude prevalence,28041
2022,MS,Grenada,28043,Mammography use among women aged 50-74 years,71.3,Age-adjusted prevalence,28043
2022,MS,Grenada,28043,Mammography use among women aged 50-74 years,71.5,Crude prevalence,28043
2022,MS,Hancock,28045,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,28045
